Date,Time,Occupied Spaces,Unoccupied Spaces,Weather
2012-09-28,13:41:18,56,44,Cloudy
2012-09-28,13:46:18,58,42,Cloudy
2012-09-28,13:51:18,60,40,Cloudy
2012-09-28,13:56:19,65,35,Cloudy
2012-09-28,14:01:19,65,35,Cloudy
2012-09-28,14:06:19,64,36,Cloudy
2012-09-28,14:11:19,66,34,Cloudy
2012-09-28,14:16:20,68,32,Cloudy
2012-09-28,14:21:20,71,29,Cloudy
2012-09-28,14:26:20,74,26,Cloudy
2012-09-28,14:31:20,74,26,Cloudy
2012-09-28,14:36:21,74,26,Cloudy
2012-09-28,14:41:21,75,25,Cloudy
2012-09-28,14:46:21,74,26,Cloudy
2012-09-28,14:51:21,74,26,Cloudy
2012-09-28,14:56:21,74,26,Cloudy
2012-09-28,15:01:22,74,26,Cloudy
2012-09-28,15:06:22,75,25,Cloudy
2012-09-28,15:11:22,75,25,Cloudy
2012-09-28,15:16:22,75,25,Cloudy
2012-09-28,15:21:23,73,27,Cloudy
2012-09-28,15:26:23,71,29,Cloudy
2012-09-28,15:31:23,72,28,Cloudy
2012-09-28,15:36:23,74,26,Cloudy
2012-09-28,15:41:24,74,26,Cloudy
2012-09-28,15:46:24,74,26,Cloudy
2012-09-28,15:51:24,71,29,Cloudy
2012-09-28,15:56:24,71,29,Cloudy
2012-09-28,16:01:25,70,30,Cloudy
2012-09-28,16:06:25,69,31,Cloudy
2012-09-28,16:11:25,70,30,Cloudy
2012-09-28,16:16:25,70,30,Cloudy
2012-09-28,16:21:26,72,28,Cloudy
2012-09-28,16:26:26,71,29,Cloudy
2012-09-28,16:31:26,70,30,Cloudy
2012-09-28,16:36:26,72,28,Cloudy
2012-09-28,16:41:26,70,30,Cloudy
2012-09-28,16:46:27,69,31,Cloudy
2012-09-28,16:51:27,71,29,Cloudy
2012-09-28,16:56:27,73,27,Cloudy
2012-09-28,17:01:27,72,28,Cloudy
2012-09-28,17:06:28,67,33,Cloudy
2012-09-28,17:11:28,67,33,Cloudy
2012-09-28,17:16:28,66,34,Cloudy
2012-09-28,17:21:28,64,36,Cloudy
2012-09-28,17:26:29,63,37,Cloudy
2012-09-28,17:31:29,61,39,Cloudy
2012-09-28,17:36:29,59,41,Cloudy
2012-09-28,17:41:29,56,44,Cloudy
2012-09-28,17:46:29,52,48,Cloudy
2012-09-28,17:51:30,50,50,Cloudy
2012-09-28,17:56:30,48,52,Cloudy
2012-09-28,18:01:30,48,52,Cloudy
2012-09-28,18:06:30,49,51,Cloudy
2012-09-28,18:11:31,48,52,Cloudy
2012-10-05,08:17:49,90,10,Cloudy
2012-10-05,08:22:49,90,10,Cloudy
2012-10-05,08:27:49,89,11,Cloudy
2012-10-05,08:32:49,90,10,Cloudy
2012-10-05,08:37:50,90,10,Cloudy
2012-10-05,08:42:50,90,10,Cloudy
2012-10-05,08:47:50,90,10,Cloudy
2012-10-05,08:52:50,90,10,Cloudy
2012-10-05,08:57:51,90,10,Cloudy
2012-10-05,09:02:51,89,11,Cloudy
2012-10-12,05:32:28,0,100,Cloudy
2012-10-12,05:37:28,0,100,Cloudy
2012-10-12,05:42:29,0,100,Cloudy
2012-10-12,05:47:29,0,100,Cloudy
2012-10-12,05:52:29,0,100,Cloudy
2012-10-12,05:57:29,0,100,Cloudy
2012-10-12,06:02:29,0,100,Cloudy
2012-10-12,06:07:30,0,100,Cloudy
2012-10-12,06:12:30,0,100,Cloudy
2012-10-12,06:17:30,0,100,Cloudy
2012-10-12,06:22:30,0,100,Cloudy
2012-10-12,06:27:31,0,100,Cloudy
2012-10-12,06:32:31,0,100,Cloudy
2012-10-12,06:37:31,0,100,Cloudy
2012-10-12,06:42:31,0,100,Cloudy
2012-10-12,06:47:31,0,100,Cloudy
2012-10-12,06:52:32,0,100,Cloudy
2012-10-12,06:57:32,0,100,Cloudy
2012-10-12,07:02:32,0,100,Cloudy
2012-10-12,07:07:32,0,100,Cloudy
2012-10-12,07:12:33,0,100,Cloudy
2012-10-12,07:17:33,0,100,Cloudy
2012-10-12,07:22:33,0,100,Cloudy
2012-10-12,07:27:33,0,100,Cloudy
2012-10-12,07:32:33,0,100,Cloudy
2012-10-12,07:37:34,0,100,Cloudy
2012-10-12,07:42:34,0,100,Cloudy
2012-10-12,07:47:34,0,100,Cloudy
2012-10-12,07:52:34,0,100,Cloudy
2012-10-12,07:57:34,0,100,Cloudy
2012-10-12,08:02:35,0,100,Cloudy
2012-10-12,08:07:35,0,100,Cloudy
2012-10-12,08:12:35,0,100,Cloudy
2012-10-12,08:17:35,0,100,Cloudy
2012-10-12,08:22:35,0,100,Cloudy
2012-10-12,08:27:36,0,100,Cloudy
2012-10-12,08:32:36,0,100,Cloudy
2012-10-12,08:37:36,0,100,Cloudy
2012-10-12,08:42:36,0,100,Cloudy
2012-10-12,08:47:36,0,100,Cloudy
2012-10-12,08:52:37,0,100,Cloudy
2012-10-12,08:57:37,0,100,Cloudy
2012-10-12,09:02:37,0,100,Cloudy
2012-10-12,09:07:37,0,100,Cloudy
2012-10-12,09:12:38,0,100,Cloudy
2012-10-12,09:17:38,0,100,Cloudy
2012-10-12,09:22:38,0,100,Cloudy
2012-10-12,09:27:38,0,100,Cloudy
2012-10-12,09:32:39,0,100,Cloudy
2012-10-12,09:37:39,0,100,Cloudy
2012-10-12,09:42:39,0,100,Cloudy
2012-10-12,09:47:39,0,100,Cloudy
2012-10-12,09:52:40,0,100,Cloudy
2012-10-12,09:57:40,0,100,Cloudy
2012-10-12,10:02:40,0,100,Cloudy
2012-10-12,10:07:40,0,100,Cloudy
2012-10-12,10:12:41,0,100,Cloudy
2012-10-12,10:17:41,0,100,Cloudy
2012-10-12,10:22:41,0,100,Cloudy
2012-10-12,10:27:41,0,100,Cloudy
2012-10-12,10:32:41,0,100,Cloudy
2012-10-12,10:37:42,0,100,Cloudy
2012-10-12,10:42:42,0,100,Cloudy
2012-10-12,10:47:42,0,100,Cloudy
2012-10-12,10:52:42,0,100,Cloudy
2012-10-12,10:57:42,0,100,Cloudy
2012-10-12,11:02:43,0,100,Cloudy
2012-10-12,11:07:43,0,100,Cloudy
2012-10-12,11:12:43,0,100,Cloudy
2012-10-12,11:17:43,0,100,Cloudy
2012-10-12,11:22:44,0,100,Cloudy
2012-10-12,11:27:44,0,100,Cloudy
2012-10-12,11:32:44,0,100,Cloudy
2012-10-12,11:37:44,0,100,Cloudy
2012-10-12,11:42:44,0,100,Cloudy
2012-10-12,11:47:45,0,100,Cloudy
2012-10-12,11:52:45,0,100,Cloudy
2012-10-12,11:57:45,0,100,Cloudy
2012-10-12,12:02:45,0,100,Cloudy
2012-10-12,12:07:45,0,100,Cloudy
2012-10-12,12:12:46,0,100,Cloudy
2012-10-12,12:17:46,0,100,Cloudy
2012-10-12,12:22:46,0,100,Cloudy
2012-10-12,12:27:46,0,100,Cloudy
2012-10-12,12:32:46,0,100,Cloudy
2012-10-12,12:37:46,0,100,Cloudy
2012-10-12,12:42:47,0,100,Cloudy
2012-10-12,12:47:47,0,100,Cloudy
2012-10-12,12:52:47,0,100,Cloudy
2012-10-12,12:57:48,0,100,Cloudy
2012-10-12,13:02:48,0,100,Cloudy
2012-10-12,13:07:48,0,100,Cloudy
2012-10-12,13:12:48,0,100,Cloudy
2012-10-12,13:17:48,0,100,Cloudy
2012-10-12,13:22:49,0,100,Cloudy
2012-10-12,13:27:49,0,100,Cloudy
2012-10-12,13:32:49,0,100,Cloudy
2012-10-12,13:37:49,0,100,Cloudy
2012-10-12,13:42:49,0,100,Cloudy
2012-10-12,13:47:50,0,100,Cloudy
2012-10-12,13:52:50,0,100,Cloudy
2012-10-12,13:57:50,0,100,Cloudy
2012-10-12,14:02:50,0,100,Cloudy
2012-10-12,14:07:51,0,100,Cloudy
2012-10-12,14:12:51,0,100,Cloudy
2012-10-12,14:17:51,0,100,Cloudy
2012-10-12,14:22:51,0,100,Cloudy
2012-10-12,14:27:52,0,100,Cloudy
2012-10-12,14:32:52,1,99,Cloudy
2012-10-12,14:37:52,0,100,Cloudy
2012-10-12,14:42:52,0,100,Cloudy
2012-10-12,14:47:52,0,100,Cloudy
2012-10-12,14:52:53,0,100,Cloudy
2012-10-12,14:57:53,0,100,Cloudy
2012-10-12,15:02:53,0,100,Cloudy
2012-10-12,15:07:54,0,100,Cloudy
2012-10-12,15:12:54,0,100,Cloudy
2012-10-12,15:17:54,0,100,Cloudy
2012-10-12,15:22:54,0,100,Cloudy
2012-10-12,15:27:54,0,100,Cloudy
2012-10-12,15:32:54,0,100,Cloudy
2012-10-12,15:37:55,0,100,Cloudy
2012-10-12,15:42:55,0,100,Cloudy
2012-10-12,15:47:55,0,100,Cloudy
2012-10-12,15:52:55,1,99,Cloudy
2012-10-12,15:57:55,0,100,Cloudy
2012-10-12,16:02:55,0,100,Cloudy
2012-10-12,16:07:56,0,100,Cloudy
2012-10-12,16:12:56,0,100,Cloudy
2012-10-12,16:17:56,0,100,Cloudy
2012-10-12,16:22:56,0,100,Cloudy
2012-10-12,16:27:56,0,100,Cloudy
2012-10-12,16:32:57,0,100,Cloudy
2012-10-12,16:37:57,0,100,Cloudy
2012-10-12,16:42:57,0,100,Cloudy
2012-10-12,16:47:57,0,100,Cloudy
2012-10-12,16:52:57,0,100,Cloudy
2012-10-12,16:57:58,0,100,Cloudy
2012-10-12,17:02:58,0,100,Cloudy
2012-10-12,17:07:58,0,100,Cloudy
2012-10-12,17:12:58,0,100,Cloudy
2012-10-12,17:17:59,0,100,Cloudy
2012-10-12,17:22:59,0,100,Cloudy
2012-10-12,17:27:59,0,100,Cloudy
2012-10-12,17:32:59,0,100,Cloudy
2012-10-12,17:37:59,0,100,Cloudy
2012-10-12,17:43:00,0,100,Cloudy
2012-10-12,17:48:00,0,100,Cloudy
2012-10-12,17:53:00,0,100,Cloudy
2012-10-12,17:58:00,0,100,Cloudy
2012-10-12,18:03:01,0,100,Cloudy
2012-10-12,18:08:01,0,100,Cloudy
2012-10-12,18:13:01,0,100,Cloudy
2012-10-12,18:18:01,0,100,Cloudy
2012-10-13,05:33:32,0,100,Cloudy
2012-10-13,05:38:33,0,100,Cloudy
2012-10-13,05:43:33,0,100,Cloudy
2012-10-13,05:48:33,0,100,Cloudy
2012-10-13,05:53:33,0,100,Cloudy
2012-10-13,05:58:33,0,100,Cloudy
2012-10-13,06:03:34,0,100,Cloudy
2012-10-13,06:08:34,0,100,Cloudy
2012-10-13,06:13:34,0,100,Cloudy
2012-10-13,06:18:34,0,100,Cloudy
2012-10-13,06:23:34,0,100,Cloudy
2012-10-13,06:28:35,0,100,Cloudy
2012-10-13,06:33:35,0,100,Cloudy
2012-10-13,06:38:35,1,99,Cloudy
2012-10-13,06:43:35,1,99,Cloudy
2012-10-13,06:48:36,0,100,Cloudy
2012-10-13,06:53:36,0,100,Cloudy
2012-10-13,06:58:36,0,100,Cloudy
2012-10-13,07:03:36,0,100,Cloudy
2012-10-13,07:08:37,0,100,Cloudy
2012-10-13,07:13:37,0,100,Cloudy
2012-10-13,07:18:37,0,100,Cloudy
2012-10-13,07:23:37,0,100,Cloudy
2012-10-13,07:28:37,0,100,Cloudy
2012-10-13,07:33:38,0,100,Cloudy
2012-10-13,07:38:38,0,100,Cloudy
2012-10-13,07:43:38,0,100,Cloudy
2012-10-13,07:48:38,0,100,Cloudy
2012-10-13,07:53:38,0,100,Cloudy
2012-10-13,07:58:39,0,100,Cloudy
2012-10-13,08:03:39,0,100,Cloudy
2012-10-13,08:08:39,0,100,Cloudy
2012-10-13,08:13:39,0,100,Cloudy
2012-10-13,08:18:39,0,100,Cloudy
2012-10-13,08:23:40,0,100,Cloudy
2012-10-13,08:28:40,0,100,Cloudy
2012-10-13,08:33:40,0,100,Cloudy
2012-10-13,08:38:40,0,100,Cloudy
2012-10-13,08:43:40,0,100,Cloudy
2012-10-13,08:48:41,0,100,Cloudy
2012-10-13,08:53:41,0,100,Cloudy
2012-10-13,08:58:41,0,100,Cloudy
2012-10-13,09:03:41,0,100,Cloudy
2012-10-13,09:08:41,0,100,Cloudy
2012-10-13,09:13:42,0,100,Cloudy
2012-10-13,09:18:42,0,100,Cloudy
2012-10-13,09:23:42,0,100,Cloudy
2012-10-13,09:28:42,0,100,Cloudy
2012-10-13,09:33:42,0,100,Cloudy
2012-10-13,09:38:43,0,100,Cloudy
2012-10-13,09:43:43,0,100,Cloudy
2012-10-13,09:48:43,0,100,Cloudy
2012-10-13,09:53:43,3,95,Cloudy
2012-10-13,09:58:43,7,93,Cloudy
2012-10-13,10:03:44,15,85,Cloudy
2012-10-13,10:08:44,16,84,Cloudy
2012-10-13,10:13:44,18,82,Cloudy
2012-10-13,10:18:44,18,82,Cloudy
2012-10-13,10:23:44,18,82,Cloudy
2012-10-13,10:28:45,18,82,Cloudy
2012-10-13,10:33:45,18,82,Cloudy
2012-10-13,10:38:45,18,82,Cloudy
2012-10-13,10:43:45,18,82,Cloudy
2012-10-13,10:48:45,18,82,Cloudy
2012-10-13,10:53:46,18,82,Cloudy
2012-10-13,10:58:46,18,82,Cloudy
2012-10-13,11:03:46,18,82,Cloudy
2012-10-13,11:08:46,18,82,Cloudy
2012-10-13,11:13:46,18,82,Cloudy
2012-10-13,11:18:47,18,82,Cloudy
2012-10-13,11:23:47,18,82,Cloudy
2012-10-13,11:28:47,18,82,Cloudy
2012-10-13,11:33:47,16,84,Cloudy
2012-10-13,11:38:47,11,89,Cloudy
2012-10-13,11:43:48,6,94,Cloudy
2012-10-13,11:48:48,4,96,Cloudy
2012-10-13,11:53:48,4,96,Cloudy
2012-10-13,11:58:48,1,99,Cloudy
2012-10-13,12:03:49,1,99,Cloudy
2012-10-13,12:08:49,1,99,Cloudy
2012-10-13,12:13:49,1,99,Cloudy
2012-10-13,12:18:49,1,99,Cloudy
2012-10-13,12:23:49,1,99,Cloudy
2012-10-13,12:28:49,1,99,Cloudy
2012-10-13,12:33:50,1,99,Cloudy
2012-10-13,12:38:50,1,99,Cloudy
2012-10-13,12:43:50,1,99,Cloudy
2012-10-13,12:48:50,0,100,Cloudy
2012-10-13,12:53:50,0,100,Cloudy
2012-10-13,12:58:51,0,100,Cloudy
2012-10-13,13:03:51,1,99,Cloudy
2012-10-13,13:08:51,1,99,Cloudy
2012-10-13,13:13:51,1,99,Cloudy
2012-10-13,13:18:51,1,99,Cloudy
2012-10-13,13:23:52,1,99,Cloudy
2012-10-13,13:28:52,1,99,Cloudy
2012-10-13,13:33:52,1,99,Cloudy
2012-10-13,13:38:52,1,99,Cloudy
2012-10-13,13:43:52,1,99,Cloudy
2012-10-13,13:48:53,1,99,Cloudy
2012-10-13,13:53:53,1,99,Cloudy
2012-10-13,13:58:53,1,99,Cloudy
2012-10-13,14:03:53,1,99,Cloudy
2012-10-13,14:08:54,1,99,Cloudy
2012-10-13,14:13:54,1,99,Cloudy
2012-10-13,14:18:54,1,99,Cloudy
2012-10-13,14:23:54,1,99,Cloudy
2012-10-13,14:28:54,2,98,Cloudy
2012-10-13,14:33:55,1,99,Cloudy
2012-10-13,14:38:55,1,99,Cloudy
2012-10-13,14:43:55,1,99,Cloudy
2012-10-13,14:48:55,1,99,Cloudy
2012-10-13,14:53:55,1,99,Cloudy
2012-10-13,14:58:56,1,99,Cloudy
