Date,Time,Occupied Spaces,Unoccupied Spaces,Weather
2012-09-21,11:00:23,92,8,Rainy
2012-09-21,11:05:23,91,9,Rainy
2012-09-21,11:10:23,92,8,Rainy
2012-09-21,11:15:23,90,10,Rainy
2012-09-21,11:20:24,90,10,Rainy
2012-09-21,11:25:24,88,12,Rainy
2012-09-21,11:30:24,85,15,Rainy
2012-09-21,11:35:24,82,18,Rainy
2012-09-21,11:40:24,80,20,Rainy
2012-09-21,11:45:24,79,21,Rainy
2012-09-21,11:50:25,76,24,Rainy
2012-09-21,11:55:25,70,30,Rainy
2012-09-21,12:00:25,63,37,Rainy
2012-09-21,12:05:25,56,44,Rainy
2012-09-21,12:10:25,55,45,Rainy
2012-09-21,12:15:26,54,46,Rainy
2012-09-21,12:20:26,53,47,Rainy
2012-09-21,12:25:26,51,49,Rainy
2012-09-21,12:30:26,48,52,Rainy
2012-09-21,12:35:26,46,54,Rainy
2012-09-21,12:40:27,44,56,Rainy
2012-09-21,12:45:27,43,57,Rainy
2012-09-21,12:50:27,42,58,Rainy
2012-09-21,12:55:27,43,57,Rainy
2012-09-21,13:00:27,44,56,Rainy
2012-09-21,13:05:27,41,59,Rainy
2012-09-21,13:10:28,37,63,Rainy
2012-09-21,13:15:28,38,62,Rainy
2012-09-21,13:20:28,40,60,Rainy
2012-09-21,13:25:28,43,57,Rainy
2012-09-21,13:30:28,44,56,Rainy
2012-09-21,13:35:29,44,56,Rainy
2012-09-21,13:40:29,45,55,Rainy
2012-09-21,13:45:29,50,50,Rainy
2012-09-21,13:50:29,50,50,Rainy
2012-09-21,13:55:29,51,49,Rainy
2012-09-21,14:00:30,54,46,Rainy
2012-10-11,07:36:48,24,76,Rainy
2012-10-11,07:41:49,35,65,Rainy
2012-10-11,07:46:49,43,57,Rainy
2012-10-11,07:51:49,55,45,Rainy
2012-10-11,07:56:02,61,39,Rainy
2012-10-11,07:56:07,61,39,Rainy
2012-10-11,07:56:12,61,39,Rainy
2012-10-11,07:56:18,61,39,Rainy
2012-10-11,07:56:23,61,39,Rainy
2012-10-11,07:56:28,61,39,Rainy
2012-10-11,07:56:34,61,37,Rainy
2012-10-11,07:56:39,61,39,Rainy
2012-10-11,07:56:44,62,38,Rainy
2012-10-11,07:56:49,62,38,Rainy
2012-10-11,07:56:55,62,38,Rainy
2012-10-11,07:57:00,62,38,Rainy
2012-10-11,07:57:05,62,38,Rainy
2012-10-11,07:57:11,63,37,Rainy
2012-10-11,07:57:16,63,37,Rainy
2012-10-11,07:57:21,63,37,Rainy
2012-10-11,07:57:27,63,37,Rainy
2012-10-11,07:57:32,63,37,Rainy
2012-10-11,07:57:37,63,37,Rainy
2012-10-11,07:57:43,63,37,Rainy
2012-10-11,07:57:48,63,37,Rainy
2012-10-11,07:57:53,63,37,Rainy
2012-10-11,07:57:59,63,37,Rainy
2012-10-11,07:58:04,63,37,Rainy
2012-10-11,07:58:10,63,37,Rainy
2012-10-11,07:58:15,63,37,Rainy
2012-10-11,07:58:20,63,37,Rainy
2012-10-11,07:58:26,63,37,Rainy
2012-10-11,07:58:31,63,37,Rainy
2012-10-11,07:58:36,63,37,Rainy
2012-10-11,07:58:42,63,37,Rainy
2012-10-11,07:58:47,63,36,Rainy
2012-10-11,07:58:52,63,37,Rainy
2012-10-11,07:58:58,65,35,Rainy
2012-10-11,07:59:03,65,35,Rainy
2012-10-11,07:59:08,65,35,Rainy
2012-10-11,07:59:13,65,35,Rainy
2012-10-11,07:59:19,65,35,Rainy
2012-10-11,07:59:24,65,35,Rainy
2012-10-11,07:59:29,65,34,Rainy
2012-10-11,07:59:35,65,35,Rainy
2012-10-11,07:59:40,65,35,Rainy
2012-10-11,07:59:45,66,34,Rainy
2012-10-11,07:59:51,66,34,Rainy
2012-10-11,07:59:56,67,33,Rainy
2012-10-11,08:00:01,67,33,Rainy
2012-10-11,08:00:07,67,33,Rainy
2012-10-11,08:00:12,69,31,Rainy
2012-10-11,08:00:17,68,31,Rainy
2012-10-11,08:00:23,68,32,Rainy
2012-10-11,08:00:28,69,31,Rainy
2012-10-11,08:00:33,69,31,Rainy
2012-10-11,08:00:39,69,30,Rainy
2012-10-11,08:00:44,70,30,Rainy
2012-10-11,08:00:49,70,30,Rainy
2012-10-11,08:00:54,70,29,Rainy
2012-10-11,08:01:00,71,29,Rainy
2012-10-11,08:06:32,77,23,Rainy
2012-10-11,08:11:32,84,16,Rainy
2012-10-11,08:16:32,88,12,Rainy
2012-10-11,08:21:32,89,10,Rainy
2012-10-11,08:26:33,93,7,Rainy
2012-10-11,08:31:33,94,6,Rainy
2012-10-11,08:36:33,94,6,Rainy
2012-10-11,08:41:33,94,6,Rainy
2012-10-11,08:46:33,94,6,Rainy
2012-10-11,08:51:34,94,6,Rainy
2012-10-11,08:56:34,93,7,Rainy
2012-10-11,09:01:34,96,4,Rainy
2012-10-11,09:06:34,96,4,Rainy
2012-10-11,09:11:35,96,4,Rainy
2012-10-11,09:16:35,97,3,Rainy
2012-10-11,09:21:35,97,3,Rainy
2012-10-11,09:26:35,96,4,Rainy
2012-10-11,09:31:35,96,4,Rainy
2012-10-11,09:36:36,94,6,Rainy
2012-10-11,09:41:36,91,9,Rainy
2012-10-11,09:46:36,91,9,Rainy
2012-10-11,09:51:36,93,7,Rainy
2012-10-11,09:56:37,92,8,Rainy
2012-10-11,10:01:37,90,9,Rainy
2012-10-11,10:06:37,91,9,Rainy
2012-10-11,10:11:37,91,9,Rainy
2012-10-11,10:16:37,90,10,Rainy
2012-10-11,10:21:38,92,8,Rainy
2012-10-11,10:26:38,92,8,Rainy
2012-10-11,10:31:38,93,7,Rainy
2012-10-11,10:36:38,94,6,Rainy
2012-10-11,10:41:39,92,7,Rainy
2012-10-11,10:46:39,91,8,Rainy
2012-10-11,10:51:39,91,9,Rainy
2012-10-11,10:56:39,90,10,Rainy
2012-10-11,11:01:40,90,10,Rainy
2012-10-11,11:06:40,86,13,Rainy
2012-10-11,11:11:40,84,16,Rainy
2012-10-11,11:16:41,83,17,Rainy
2012-10-11,11:21:41,82,18,Rainy
2012-10-11,11:26:41,83,17,Rainy
2012-10-11,11:31:41,79,21,Rainy
2012-10-11,11:36:41,76,24,Rainy
2012-10-11,11:41:42,73,27,Rainy
2012-10-11,11:46:42,71,29,Rainy
2012-10-11,11:51:42,68,32,Rainy
2012-10-11,11:56:42,65,35,Rainy
2012-10-11,12:01:42,65,35,Rainy
2012-10-11,12:06:43,61,39,Rainy
2012-10-11,12:11:43,58,42,Rainy
2012-10-11,12:16:43,53,47,Rainy
2012-10-11,12:21:43,50,50,Rainy
2012-10-11,12:26:44,49,51,Rainy
2012-10-11,12:31:44,48,52,Rainy
2012-10-11,12:36:44,46,54,Rainy
2012-10-11,12:41:44,45,55,Rainy
2012-10-11,12:46:44,44,56,Rainy
2012-10-11,12:51:44,42,58,Rainy
2012-10-11,12:56:45,42,58,Rainy
2012-10-11,13:01:45,42,58,Rainy
2012-10-11,13:06:45,41,59,Rainy
2012-10-11,13:11:45,40,60,Rainy
2012-10-11,13:16:46,43,57,Rainy
2012-10-11,13:21:46,43,57,Rainy
2012-10-11,13:26:46,45,55,Rainy
2012-10-11,13:31:46,49,51,Rainy
2012-10-11,13:36:46,53,47,Rainy
2012-10-11,13:41:47,55,45,Rainy
2012-10-11,13:46:47,57,43,Rainy
2012-10-11,13:51:47,59,41,Rainy
2012-10-11,13:56:47,61,39,Rainy
2012-10-11,14:01:47,66,34,Rainy
2012-10-11,14:06:48,67,33,Rainy
2012-10-11,14:11:48,68,32,Rainy
2012-10-11,14:16:48,70,30,Rainy
2012-10-11,14:21:48,69,31,Rainy
2012-10-11,14:26:48,71,29,Rainy
2012-10-11,14:31:49,72,28,Rainy
2012-10-11,14:36:49,73,27,Rainy
2012-10-11,14:41:49,73,27,Rainy
2012-10-11,14:46:49,73,27,Rainy
2012-10-11,14:51:49,73,27,Rainy
2012-10-11,14:56:50,73,27,Rainy
2012-10-11,15:01:50,71,29,Rainy
2012-10-11,15:06:50,71,29,Rainy
2012-10-11,15:11:50,70,30,Rainy
2012-10-11,15:16:50,71,29,Rainy
2012-10-11,15:21:51,71,29,Rainy
2012-10-11,15:26:51,71,29,Rainy
2012-10-11,15:31:51,70,30,Rainy
2012-10-11,15:36:51,69,31,Rainy
2012-10-11,15:41:51,46,54,Rainy
2012-10-11,15:46:51,44,56,Rainy
2012-10-11,15:51:52,36,64,Rainy
2012-10-11,15:56:52,70,30,Rainy
2012-10-11,16:01:52,71,29,Rainy
2012-10-11,16:06:52,70,30,Rainy
2012-10-11,16:11:52,70,30,Rainy
2012-10-11,16:16:53,69,31,Rainy
2012-10-11,16:21:53,69,31,Rainy
2012-10-11,16:26:53,69,31,Rainy
2012-10-11,16:31:53,68,32,Rainy
2012-10-11,16:36:53,67,33,Rainy
2012-10-11,16:41:54,66,34,Rainy
2012-10-11,16:46:54,64,36,Rainy
2012-10-11,16:51:54,62,38,Rainy
2012-10-11,16:56:54,63,37,Rainy
2012-10-11,17:01:55,60,40,Rainy
2012-10-11,17:06:55,60,40,Rainy
2012-10-11,17:11:55,59,41,Rainy
2012-10-11,17:16:55,58,42,Rainy
2012-10-11,17:21:56,56,44,Rainy
2012-10-11,17:26:56,54,46,Rainy
2012-10-11,17:31:56,52,48,Rainy
2012-10-11,17:36:56,52,48,Rainy
2012-10-11,17:41:56,51,49,Rainy
2012-10-11,17:46:57,48,52,Rainy
2012-10-11,17:51:57,47,53,Rainy
2012-10-11,17:56:57,46,54,Rainy
2012-10-11,18:01:57,44,56,Rainy
2012-10-11,18:06:58,43,57,Rainy
2012-10-11,18:11:58,39,61,Rainy
2012-10-11,18:16:58,33,67,Rainy
2012-10-11,18:21:58,31,69,Rainy
2012-10-23,08:15:50,91,9,Rainy
2012-10-23,08:20:50,91,9,Rainy
2012-10-23,08:25:51,91,9,Rainy
2012-10-23,08:30:51,93,7,Rainy
2012-10-23,08:35:51,94,6,Rainy
2012-10-23,08:40:51,94,6,Rainy
2012-10-23,08:45:51,94,6,Rainy
2012-10-23,08:50:52,94,6,Rainy
2012-10-23,08:55:52,93,7,Rainy
2012-10-23,09:00:52,94,6,Rainy
2012-10-23,09:05:52,95,5,Rainy
2012-10-25,08:23:19,95,5,Rainy
2012-10-25,08:28:19,95,5,Rainy
2012-10-25,08:33:19,94,6,Rainy
2012-10-25,08:38:19,95,5,Rainy
2012-10-25,08:43:19,96,4,Rainy
2012-10-25,08:48:20,96,4,Rainy
2012-10-25,08:53:20,96,4,Rainy
2012-10-25,08:58:20,95,5,Rainy
2012-10-25,09:03:21,96,4,Rainy
2012-10-25,09:08:21,95,5,Rainy
2012-10-25,09:13:21,96,4,Rainy
2012-10-25,09:18:22,95,5,Rainy
2012-10-25,09:23:22,96,4,Rainy
2012-10-25,09:28:22,96,4,Rainy
2012-10-25,09:33:23,96,4,Rainy
2012-10-25,09:38:23,95,5,Rainy
2012-10-25,09:43:23,96,4,Rainy
2012-10-25,09:48:24,96,4,Rainy
2012-10-25,09:53:24,96,4,Rainy
2012-10-25,09:58:24,96,4,Rainy
2012-10-25,10:03:24,95,4,Rainy
2012-10-25,10:08:25,96,4,Rainy
2012-10-25,10:13:25,96,4,Rainy
2012-10-25,10:18:25,96,4,Rainy
2012-10-25,10:23:25,94,6,Rainy
2012-10-25,10:28:26,92,8,Rainy
2012-10-25,10:33:26,92,8,Rainy
2012-10-25,10:38:26,91,9,Rainy
2012-10-25,10:43:27,89,11,Rainy
2012-10-25,10:48:27,90,10,Rainy
2012-10-25,10:53:27,90,10,Rainy
2012-10-25,10:58:27,91,9,Rainy
2012-10-25,11:03:28,87,13,Rainy
2012-10-25,11:08:28,86,14,Rainy
2012-10-25,11:13:28,86,14,Rainy
2012-10-25,11:18:28,82,18,Rainy
2012-10-25,11:23:29,74,26,Rainy
2012-10-25,11:28:29,74,26,Rainy
2012-10-25,11:33:29,75,25,Rainy
2012-10-25,11:38:29,74,26,Rainy
2012-10-25,11:43:29,71,29,Rainy
2012-10-25,11:48:30,70,30,Rainy
2012-10-25,11:53:30,66,34,Rainy
2012-10-25,11:58:30,64,36,Rainy
2012-10-25,12:03:30,60,40,Rainy
2012-10-25,12:08:31,58,42,Rainy
2012-10-25,12:13:31,55,45,Rainy
2012-10-25,12:18:31,50,50,Rainy
2012-10-25,12:23:32,50,50,Rainy
2012-10-25,12:28:32,49,51,Rainy
2012-10-25,12:33:32,45,55,Rainy
2012-10-25,12:38:32,44,56,Rainy
2012-10-25,12:43:33,43,57,Rainy
2012-10-25,12:48:33,45,55,Rainy
2012-10-25,12:53:33,43,57,Rainy
2012-10-25,12:58:33,43,57,Rainy
2012-10-25,13:03:33,55,45,Rainy
2012-10-25,13:08:34,45,55,Rainy
2012-10-25,13:13:34,46,54,Rainy
2012-10-25,13:18:34,50,50,Rainy
2012-10-25,13:23:35,51,48,Rainy
2012-10-25,13:28:35,57,43,Rainy
2012-10-25,13:33:35,58,42,Rainy
2012-10-25,13:38:35,61,39,Rainy
2012-10-25,13:43:35,62,38,Rainy
2012-10-25,13:48:35,62,38,Rainy
2012-10-25,13:53:36,64,36,Rainy
2012-10-25,13:58:36,63,37,Rainy
2012-10-25,14:03:36,66,34,Rainy
2012-10-25,14:08:36,67,33,Rainy
2012-10-25,14:13:37,70,30,Rainy
2012-10-25,14:18:37,73,27,Rainy
2012-10-25,14:23:37,74,26,Rainy
2012-10-25,14:28:38,75,25,Rainy
2012-10-25,14:33:38,76,24,Rainy
2012-10-25,14:38:38,77,23,Rainy
2012-10-25,14:43:38,77,23,Rainy
2012-10-25,14:48:39,77,23,Rainy
2012-10-25,14:53:39,76,24,Rainy
2012-10-25,14:58:39,77,23,Rainy
2012-10-25,15:03:39,79,21,Rainy
2012-10-25,15:08:40,81,19,Rainy
2012-10-25,15:13:40,81,19,Rainy
2012-10-25,15:18:40,80,20,Rainy
2012-10-25,15:23:41,80,20,Rainy
2012-10-25,15:28:41,81,19,Rainy
2012-10-25,15:33:41,82,18,Rainy
2012-10-25,15:38:41,82,18,Rainy
2012-10-25,15:43:42,81,19,Rainy
2012-10-25,15:48:42,80,20,Rainy
2012-10-25,15:53:42,81,19,Rainy
2012-10-25,15:58:42,82,18,Rainy
2012-10-25,16:03:43,83,17,Rainy
2012-10-25,16:08:43,81,19,Rainy
2012-10-25,16:13:43,81,19,Rainy
2012-10-25,16:18:44,83,17,Rainy
2012-10-25,16:23:44,81,19,Rainy
2012-10-25,16:28:44,81,19,Rainy
2012-10-25,16:33:44,81,19,Rainy
2012-10-25,16:38:45,80,20,Rainy
2012-10-25,16:43:45,79,21,Rainy
2012-10-25,16:48:45,78,22,Rainy
2012-10-25,16:53:46,80,20,Rainy
2012-10-25,16:58:46,79,21,Rainy
2012-10-25,17:03:46,80,20,Rainy
2012-10-25,17:08:46,79,21,Rainy
2012-10-25,17:13:47,78,22,Rainy
2012-10-25,17:18:47,80,20,Rainy
2012-10-25,17:23:48,77,23,Rainy
2012-10-25,17:28:48,75,25,Rainy
2012-10-25,17:33:48,74,26,Rainy
2012-10-25,17:38:48,72,28,Rainy
2012-10-25,17:43:49,69,31,Rainy
2012-10-25,17:48:49,64,36,Rainy
2012-10-25,17:53:49,66,34,Rainy
2012-10-25,17:58:49,63,37,Rainy
2012-10-25,18:03:50,64,36,Rainy
2012-10-25,18:08:50,63,37,Rainy
2012-10-25,18:13:50,68,32,Rainy
2012-10-25,18:18:50,74,26,Rainy
2012-10-25,18:23:51,82,18,Rainy
2012-10-25,18:28:51,83,17,Rainy
2012-10-25,18:33:51,89,11,Rainy
2012-10-25,18:38:51,95,5,Rainy
2012-10-25,18:43:52,98,1,Rainy
2012-10-25,18:48:52,100,0,Rainy
2012-10-25,18:53:52,100,0,Rainy
2012-10-25,18:58:52,100,0,Rainy
2012-10-25,19:03:53,100,0,Rainy
2012-10-25,19:08:53,100,0,Rainy
2012-10-25,19:13:53,100,0,Rainy
2012-10-25,19:18:53,99,1,Rainy
2012-10-25,19:23:54,100,0,Rainy
2012-10-25,19:28:54,99,1,Rainy
2012-10-25,19:33:54,100,0,Rainy
2012-10-25,19:38:54,100,0,Rainy
2012-10-26,06:19:24,4,96,Rainy
2012-10-26,06:24:24,4,96,Rainy
2012-10-26,06:29:24,4,96,Rainy
2012-10-26,06:34:24,4,96,Rainy
2012-10-26,06:39:25,4,96,Rainy
2012-10-26,06:44:25,6,94,Rainy
2012-10-26,06:49:25,7,93,Rainy
2012-10-26,06:54:26,9,89,Rainy
2012-10-26,06:59:26,11,89,Rainy
2012-10-26,07:04:26,14,86,Rainy
2012-10-26,07:09:26,14,86,Rainy
2012-10-26,07:14:27,14,86,Rainy
2012-10-26,07:19:27,17,83,Rainy
2012-10-26,07:24:27,19,81,Rainy
2012-10-26,07:29:28,22,78,Rainy
2012-10-26,07:34:28,28,72,Rainy
2012-10-26,07:39:28,32,67,Rainy
2012-10-26,07:44:28,42,58,Rainy
2012-10-26,07:49:29,52,48,Rainy
2012-10-26,07:54:29,63,37,Rainy
2012-10-26,07:59:29,72,28,Rainy
2012-10-26,08:04:30,81,17,Rainy
2012-10-26,08:09:30,88,12,Rainy
2012-10-26,08:14:30,91,9,Rainy
2012-10-26,08:19:30,91,9,Rainy
2012-10-26,08:24:30,91,9,Rainy
2012-10-26,08:29:31,91,9,Rainy
2012-10-26,08:34:31,92,8,Rainy
2012-10-26,08:39:31,93,7,Rainy
2012-10-26,08:44:31,94,6,Rainy
2012-10-26,08:49:32,95,5,Rainy
2012-10-26,08:54:32,95,5,Rainy
2012-10-26,08:59:32,95,5,Rainy
2012-10-26,09:04:32,95,5,Rainy
2012-10-26,09:09:33,95,5,Rainy
2012-10-26,09:14:33,96,4,Rainy
2012-10-26,09:19:33,96,4,Rainy
2012-10-26,09:24:34,96,4,Rainy
2012-10-26,09:29:34,96,4,Rainy
2012-10-26,09:34:34,96,4,Rainy
2012-10-26,09:39:35,97,3,Rainy
2012-10-26,09:44:35,97,3,Rainy
2012-10-26,09:49:35,97,3,Rainy
2012-10-26,09:54:35,97,3,Rainy
2012-10-26,09:59:36,97,3,Rainy
2012-10-26,10:04:36,97,3,Rainy
2012-10-26,10:09:36,96,4,Rainy
2012-10-26,10:14:37,95,5,Rainy
2012-10-26,10:19:37,95,5,Rainy
2012-10-26,10:24:37,95,5,Rainy
2012-10-26,10:29:37,95,5,Rainy
2012-10-26,10:34:37,95,5,Rainy
2012-10-26,10:39:38,95,5,Rainy
2012-10-26,10:44:38,94,6,Rainy
2012-10-26,10:49:38,96,4,Rainy
2012-10-26,10:54:38,93,7,Rainy
2012-10-26,10:59:38,92,7,Rainy
2012-10-26,11:04:39,95,5,Rainy
2012-10-26,11:09:39,92,8,Rainy
2012-10-26,11:14:39,92,8,Rainy
2012-10-26,11:19:40,92,8,Rainy
2012-10-26,11:24:40,89,11,Rainy
2012-10-26,11:29:40,90,10,Rainy
2012-10-26,11:34:40,88,12,Rainy
2012-10-26,11:39:41,88,12,Rainy
2012-10-26,11:44:41,88,12,Rainy
2012-10-26,11:49:41,87,13,Rainy
2012-10-26,11:54:42,81,19,Rainy
2012-10-26,11:59:42,77,23,Rainy
2012-10-26,12:04:42,74,26,Rainy
2012-10-26,12:09:43,73,27,Rainy
2012-10-26,12:14:43,68,32,Rainy
2012-10-26,12:19:43,67,33,Rainy
2012-10-26,12:24:43,64,36,Rainy
2012-10-26,12:29:43,65,35,Rainy
2012-10-26,12:34:43,59,41,Rainy
2012-10-26,12:39:44,58,42,Rainy
2012-10-26,12:44:44,58,42,Rainy
2012-10-26,12:49:44,56,44,Rainy
2012-10-26,12:54:44,55,45,Rainy
2012-10-26,12:59:45,52,48,Rainy
2012-10-26,13:04:45,53,47,Rainy
2012-10-26,13:09:45,53,47,Rainy
2012-10-26,13:14:45,52,48,Rainy
2012-10-26,13:19:45,52,48,Rainy
2012-10-26,13:24:46,55,45,Rainy
2012-10-26,13:29:46,57,43,Rainy
2012-10-26,13:34:47,57,43,Rainy
2012-10-26,13:39:47,59,41,Rainy
2012-10-26,13:44:47,61,39,Rainy
2012-10-26,13:49:47,61,39,Rainy
2012-10-26,13:54:48,59,41,Rainy
2012-10-26,13:59:48,60,40,Rainy
2012-10-26,14:04:48,67,33,Rainy
2012-10-26,14:09:48,72,28,Rainy
2012-10-26,14:14:49,74,26,Rainy
2012-10-26,14:19:49,75,25,Rainy
2012-10-26,14:24:49,76,24,Rainy
2012-10-26,14:29:50,77,23,Rainy
2012-10-26,14:34:50,76,24,Rainy
2012-10-26,14:39:50,80,20,Rainy
2012-10-26,14:44:50,81,19,Rainy
2012-10-26,14:49:50,83,17,Rainy
2012-10-26,14:54:51,83,17,Rainy
2012-10-26,14:59:51,84,16,Rainy
2012-10-26,15:04:51,84,16,Rainy
2012-10-26,15:09:51,82,18,Rainy
2012-10-26,15:14:52,84,16,Rainy
2012-10-26,15:19:52,83,17,Rainy
2012-10-26,15:24:52,85,15,Rainy
2012-10-26,15:29:53,84,16,Rainy
2012-10-26,15:34:53,84,16,Rainy
2012-10-26,15:39:53,85,15,Rainy
2012-10-26,15:44:53,85,15,Rainy
2012-10-26,15:49:53,85,15,Rainy
2012-10-26,15:54:54,86,14,Rainy
2012-10-26,15:59:54,83,17,Rainy
2012-10-26,16:04:54,83,17,Rainy
2012-10-26,16:09:54,82,18,Rainy
2012-10-26,16:14:55,81,19,Rainy
2012-10-26,16:19:55,81,19,Rainy
2012-10-26,16:24:55,76,24,Rainy
2012-10-26,16:29:56,75,25,Rainy
2012-10-26,16:34:56,77,23,Rainy
2012-10-26,16:39:56,75,25,Rainy
2012-10-26,16:44:56,74,26,Rainy
2012-10-26,16:49:57,71,29,Rainy
2012-10-26,16:54:57,70,30,Rainy
2012-10-26,16:59:57,68,32,Rainy
2012-10-26,17:04:57,67,33,Rainy
2012-10-26,17:09:58,66,34,Rainy
2012-10-26,17:14:58,64,36,Rainy
2012-10-26,17:19:58,63,37,Rainy
2012-10-26,17:24:58,61,39,Rainy
2012-10-26,17:29:58,57,42,Rainy
2012-10-26,17:34:59,56,44,Rainy
2012-10-26,17:39:59,52,48,Rainy
2012-10-26,17:44:59,49,51,Rainy
2012-10-26,17:49:59,42,58,Rainy
2012-10-26,17:55:00,39,61,Rainy
2012-10-26,18:00:00,38,62,Rainy
2012-10-26,18:05:00,40,60,Rainy
2012-10-26,18:10:00,42,58,Rainy
2012-10-26,18:15:00,42,57,Rainy
2012-10-26,18:20:01,42,58,Rainy
2012-10-26,18:25:01,45,55,Rainy
2012-10-26,18:30:01,57,43,Rainy
2012-10-26,18:35:01,65,35,Rainy
2012-10-26,18:40:02,72,28,Rainy
2012-10-26,18:45:02,77,23,Rainy
2012-10-26,18:50:02,87,13,Rainy
2012-10-26,18:55:02,94,6,Rainy
2012-10-26,19:00:03,100,0,Rainy
2012-10-26,19:05:03,98,1,Rainy
2012-10-26,19:10:03,100,0,Rainy
2012-10-26,19:15:03,100,0,Rainy
2012-10-26,19:20:04,100,0,Rainy
2012-10-26,19:25:04,100,0,Rainy
2012-10-26,19:30:05,100,0,Rainy
2012-11-09,06:16:30,2,98,Rainy
2012-11-09,06:21:31,2,98,Rainy
2012-11-09,06:26:31,2,98,Rainy
2012-11-09,06:31:31,3,97,Rainy
2012-11-09,06:36:31,3,97,Rainy
2012-11-09,06:41:32,4,96,Rainy
2012-11-09,06:46:32,5,95,Rainy
2012-11-09,06:51:32,5,95,Rainy
2012-11-09,06:56:32,6,94,Rainy
2012-11-09,07:01:32,6,94,Rainy
2012-11-09,07:06:33,8,92,Rainy
2012-11-09,07:11:33,9,91,Rainy
2012-11-09,07:16:33,9,91,Rainy
2012-11-09,07:21:33,9,91,Rainy
2012-11-09,07:26:34,11,89,Rainy
2012-11-09,07:31:34,15,85,Rainy
2012-11-09,07:36:34,15,85,Rainy
2012-11-09,07:41:34,29,68,Rainy
2012-11-09,07:46:35,43,56,Rainy
2012-11-09,07:51:35,60,40,Rainy
2012-11-09,07:56:35,66,34,Rainy
2012-11-09,08:01:35,75,25,Rainy
2012-11-09,08:06:36,84,16,Rainy
