Date,Time,Occupied Spaces,Unoccupied Spaces,Weather
2012-09-12,17:41:22,64,36,Sunny
2012-09-12,17:46:35,67,33,Sunny
2012-09-12,17:51:48,67,33,Sunny
2012-09-12,17:57:02,67,33,Sunny
2012-09-12,18:02:16,68,32,Sunny
2012-09-12,18:07:29,68,32,Sunny
2012-09-12,18:12:43,71,29,Sunny
2012-09-12,18:17:58,74,26,Sunny
2012-09-13,06:05:16,1,99,Sunny
2012-09-13,06:10:29,1,99,Sunny
2012-09-13,06:15:42,1,99,Sunny
2012-09-13,06:20:56,2,98,Sunny
2012-09-13,06:26:08,1,99,Sunny
2012-09-13,06:31:21,1,99,Sunny
2012-09-13,06:36:34,1,99,Sunny
2012-09-13,06:41:47,1,99,Sunny
2012-09-13,06:46:59,1,99,Sunny
2012-09-13,06:52:12,2,98,Sunny
2012-09-13,06:57:24,3,97,Sunny
2012-09-13,07:02:37,4,96,Sunny
2012-09-13,07:07:50,6,94,Sunny
2012-09-13,07:13:02,7,93,Sunny
2012-09-13,07:18:15,8,92,Sunny
2012-09-13,07:23:29,11,89,Sunny
2012-09-13,07:28:43,29,71,Sunny
2012-09-13,07:33:55,39,61,Sunny
2012-09-13,07:39:09,49,51,Sunny
2012-09-13,07:44:23,60,40,Sunny
2012-09-13,07:49:37,68,32,Sunny
2012-09-13,07:54:51,78,22,Sunny
2012-09-13,08:00:06,89,11,Sunny
2012-09-13,08:05:23,90,10,Sunny
2012-09-13,08:10:38,90,10,Sunny
2012-09-13,08:15:53,90,10,Sunny
2012-09-13,08:21:07,90,10,Sunny
2012-09-13,08:26:21,90,10,Sunny
2012-09-13,10:20:17,92,8,Sunny
2012-09-13,10:25:17,91,9,Sunny
2012-09-13,10:30:17,93,7,Sunny
2012-09-13,10:35:18,92,8,Sunny
2012-09-13,10:40:18,92,8,Sunny
2012-09-13,10:45:18,92,8,Sunny
2012-09-13,10:50:18,89,11,Sunny
2012-09-13,10:55:18,88,12,Sunny
2012-09-13,11:00:19,86,14,Sunny
2012-09-13,11:05:19,82,18,Sunny
2012-09-13,11:10:19,78,22,Sunny
2012-09-13,11:15:19,76,24,Sunny
2012-09-13,11:20:19,73,27,Sunny
2012-09-13,11:25:20,71,29,Sunny
2012-09-13,11:30:20,68,32,Sunny
2012-09-13,11:35:20,68,32,Sunny
2012-09-13,11:40:20,66,34,Sunny
2012-09-13,11:45:20,65,35,Sunny
2012-09-13,11:50:21,63,37,Sunny
2012-09-13,11:55:21,62,38,Sunny
2012-09-13,12:00:21,58,42,Sunny
2012-09-13,12:05:21,53,47,Sunny
2012-09-13,12:10:21,48,52,Sunny
2012-09-13,12:15:22,44,56,Sunny
2012-09-13,12:20:22,42,58,Sunny
2012-09-13,12:25:22,41,59,Sunny
2012-09-13,12:30:22,38,62,Sunny
2012-09-13,12:35:22,37,63,Sunny
2012-09-13,12:40:23,37,63,Sunny
2012-09-13,12:45:23,37,63,Sunny
2012-09-13,12:50:23,35,65,Sunny
2012-09-13,12:55:23,37,63,Sunny
2012-09-13,13:00:23,35,65,Sunny
2012-09-13,13:05:24,36,64,Sunny
2012-09-13,13:10:24,37,63,Sunny
2012-09-13,13:15:24,36,64,Sunny
2012-09-13,13:20:24,39,61,Sunny
2012-09-13,13:25:24,40,60,Sunny
2012-09-13,13:30:25,41,59,Sunny
2012-09-13,13:35:25,45,55,Sunny
2012-09-13,13:40:25,49,51,Sunny
2012-09-13,13:45:25,50,50,Sunny
2012-09-13,13:50:25,51,49,Sunny
2012-09-13,13:55:26,54,46,Sunny
2012-09-13,14:00:26,58,42,Sunny
2012-09-13,14:05:26,58,42,Sunny
2012-09-13,14:10:26,60,40,Sunny
2012-09-13,14:15:27,61,39,Sunny
2012-09-13,14:20:27,64,36,Sunny
2012-09-13,14:25:27,71,29,Sunny
2012-09-13,14:30:27,71,29,Sunny
2012-09-13,14:35:27,71,29,Sunny
2012-09-13,14:40:28,70,30,Sunny
2012-09-13,14:45:28,71,29,Sunny
2012-09-13,14:50:28,73,27,Sunny
2012-09-13,14:55:28,72,28,Sunny
2012-09-13,15:00:29,72,28,Sunny
2012-09-13,15:05:29,73,27,Sunny
2012-09-13,15:10:29,73,27,Sunny
2012-09-13,15:15:29,73,27,Sunny
2012-09-13,15:20:29,72,28,Sunny
2012-09-13,15:25:30,72,28,Sunny
2012-09-13,15:30:30,73,27,Sunny
2012-09-13,15:35:30,70,30,Sunny
2012-09-13,15:40:30,69,31,Sunny
2012-09-13,15:45:30,70,30,Sunny
2012-09-13,15:50:31,70,30,Sunny
2012-09-13,15:55:31,70,30,Sunny
2012-09-13,16:00:31,69,31,Sunny
2012-09-13,16:05:31,69,31,Sunny
2012-09-13,16:10:31,69,31,Sunny
2012-09-13,16:15:32,71,29,Sunny
2012-09-13,16:20:32,72,28,Sunny
2012-09-13,16:25:32,72,28,Sunny
2012-09-13,16:30:32,72,28,Sunny
2012-09-13,16:35:32,70,30,Sunny
2012-09-13,16:40:33,71,29,Sunny
2012-09-13,16:45:33,71,29,Sunny
2012-09-13,16:50:33,71,29,Sunny
2012-09-13,16:55:33,69,31,Sunny
2012-09-13,17:00:33,68,32,Sunny
2012-09-13,17:05:34,65,35,Sunny
2012-09-13,17:10:34,65,35,Sunny
2012-09-13,17:15:34,66,34,Sunny
2012-09-13,17:20:34,62,38,Sunny
2012-09-13,17:25:35,63,37,Sunny
2012-09-13,17:30:35,61,38,Sunny
2012-09-13,17:35:35,58,42,Sunny
2012-09-13,17:40:35,56,44,Sunny
2012-09-13,17:45:35,57,43,Sunny
2012-09-13,17:50:36,56,44,Sunny
2012-09-13,17:55:36,52,48,Sunny
2012-09-13,18:00:36,53,47,Sunny
2012-09-13,18:05:36,55,45,Sunny
2012-09-13,18:10:36,59,41,Sunny
2012-09-13,18:15:37,66,34,Sunny
2012-09-14,09:01:10,92,8,Sunny
2012-09-14,09:06:10,93,7,Sunny
2012-09-14,09:11:11,92,8,Sunny
2012-09-14,09:16:11,91,9,Sunny
2012-09-14,09:21:11,92,8,Sunny
2012-09-14,09:26:11,93,7,Sunny
2012-09-14,09:31:12,93,7,Sunny
2012-09-14,09:36:12,93,7,Sunny
2012-09-14,09:41:12,93,7,Sunny
2012-09-14,09:46:12,93,7,Sunny
2012-09-14,09:51:12,93,7,Sunny
2012-09-14,09:56:13,93,7,Sunny
2012-09-14,10:01:13,93,7,Sunny
2012-09-14,10:06:13,93,7,Sunny
2012-09-14,10:11:13,93,7,Sunny
2012-09-14,10:16:14,93,7,Sunny
2012-09-14,10:21:14,94,6,Sunny
2012-09-14,10:26:14,94,6,Sunny
2012-09-14,10:31:14,93,7,Sunny
2012-09-14,10:36:14,92,8,Sunny
2012-09-14,10:41:15,91,9,Sunny
2012-09-14,10:46:15,89,11,Sunny
2012-09-14,10:51:15,87,13,Sunny
2012-09-14,10:56:15,88,12,Sunny
2012-09-14,11:01:16,84,16,Sunny
2012-09-14,11:06:16,83,17,Sunny
2012-09-14,11:11:16,82,18,Sunny
2012-09-14,11:16:16,82,18,Sunny
2012-09-14,11:21:17,80,20,Sunny
2012-09-14,11:26:17,77,23,Sunny
2012-09-14,11:31:17,74,26,Sunny
2012-09-14,11:36:17,73,27,Sunny
2012-09-14,11:41:17,71,29,Sunny
2012-09-14,11:46:18,68,32,Sunny
2012-09-14,11:51:18,69,31,Sunny
2012-09-14,11:56:18,68,32,Sunny
2012-09-14,12:01:18,65,35,Sunny
2012-09-14,12:06:19,63,37,Sunny
2012-09-14,12:11:19,55,45,Sunny
2012-09-14,12:16:19,52,48,Sunny
2012-09-14,12:21:19,50,50,Sunny
2012-09-14,12:26:20,46,54,Sunny
2012-09-14,12:31:20,45,55,Sunny
2012-09-14,12:36:20,42,58,Sunny
2012-09-14,12:41:20,42,58,Sunny
2012-09-14,12:46:20,42,58,Sunny
2012-09-14,12:51:20,44,56,Sunny
2012-09-14,12:56:21,43,57,Sunny
2012-09-14,13:01:21,41,59,Sunny
2012-09-14,13:06:21,38,62,Sunny
2012-09-14,13:11:21,38,62,Sunny
2012-09-14,13:16:21,39,61,Sunny
2012-09-14,13:21:22,38,62,Sunny
2012-09-14,13:26:22,39,61,Sunny
2012-09-14,13:31:22,39,61,Sunny
2012-09-14,13:36:22,40,60,Sunny
2012-09-14,13:41:22,42,58,Sunny
2012-09-14,13:46:23,48,52,Sunny
2012-09-14,13:51:23,49,51,Sunny
2012-09-14,13:56:23,52,48,Sunny
2012-09-14,14:01:23,54,46,Sunny
2012-09-14,14:06:23,64,36,Sunny
2012-09-14,14:11:23,66,34,Sunny
2012-09-14,14:16:24,69,31,Sunny
2012-09-14,14:21:24,68,32,Sunny
2012-09-14,14:26:24,69,31,Sunny
2012-09-14,14:31:24,69,31,Sunny
2012-09-14,14:36:24,70,30,Sunny
2012-09-14,14:41:24,73,27,Sunny
2012-09-14,14:46:25,73,27,Sunny
2012-09-14,14:51:25,73,27,Sunny
2012-09-14,14:56:25,73,27,Sunny
2012-09-14,15:01:25,72,28,Sunny
2012-09-14,15:06:26,72,28,Sunny
2012-09-14,15:11:26,73,27,Sunny
2012-09-14,15:16:26,73,27,Sunny
2012-09-14,15:21:26,73,27,Sunny
2012-09-14,15:26:26,79,21,Sunny
2012-09-14,15:31:27,88,12,Sunny
2012-09-14,15:36:27,93,7,Sunny
2012-09-14,15:41:27,91,9,Sunny
2012-09-14,15:46:27,87,13,Sunny
2012-09-14,15:51:27,73,27,Sunny
2012-09-14,15:56:28,74,26,Sunny
2012-09-14,16:01:28,72,28,Sunny
2012-09-14,16:06:28,74,26,Sunny
2012-09-14,16:11:28,74,26,Sunny
2012-09-14,16:16:28,76,24,Sunny
2012-09-14,16:21:28,76,24,Sunny
2012-09-14,16:26:29,74,26,Sunny
2012-09-14,16:31:29,74,26,Sunny
2012-09-14,16:36:29,78,22,Sunny
2012-09-14,16:41:29,79,21,Sunny
2012-09-14,16:46:29,82,18,Sunny
2012-09-14,16:51:30,80,20,Sunny
2012-09-14,16:56:30,79,20,Sunny
2012-09-14,17:01:30,78,22,Sunny
2012-09-14,17:06:30,78,22,Sunny
2012-09-14,17:11:30,75,25,Sunny
2012-09-14,17:16:30,73,27,Sunny
2012-09-14,17:21:31,70,30,Sunny
2012-09-14,17:26:31,71,29,Sunny
2012-09-14,17:31:31,70,30,Sunny
2012-09-14,17:36:31,67,33,Sunny
2012-09-14,17:41:31,69,31,Sunny
2012-09-14,17:46:32,68,32,Sunny
2012-09-14,17:51:32,63,37,Sunny
2012-09-14,17:56:32,55,45,Sunny
2012-09-14,18:01:32,54,46,Sunny
2012-09-14,18:06:32,57,43,Sunny
2012-09-15,05:56:59,2,98,Sunny
2012-09-15,06:01:59,2,98,Sunny
2012-09-15,06:06:59,2,98,Sunny
2012-09-15,06:11:59,2,98,Sunny
2012-09-15,06:17:00,2,98,Sunny
2012-09-15,06:22:00,2,98,Sunny
2012-09-15,06:27:00,2,98,Sunny
2012-09-15,06:32:00,2,98,Sunny
2012-09-15,06:37:01,2,98,Sunny
2012-09-15,06:42:01,2,98,Sunny
2012-09-15,06:47:01,2,98,Sunny
2012-09-15,06:52:01,2,98,Sunny
2012-09-15,06:57:01,2,98,Sunny
2012-09-15,07:02:01,2,98,Sunny
2012-09-15,07:07:02,2,98,Sunny
2012-09-15,07:12:02,2,98,Sunny
2012-09-15,07:17:02,2,98,Sunny
2012-09-15,07:22:02,2,98,Sunny
2012-09-15,07:27:03,2,98,Sunny
2012-09-15,07:32:03,2,98,Sunny
2012-09-15,07:37:03,2,98,Sunny
2012-09-15,07:42:03,2,98,Sunny
2012-09-15,07:47:03,3,97,Sunny
2012-09-15,07:52:03,3,97,Sunny
2012-09-15,07:57:04,4,96,Sunny
2012-09-15,08:02:04,6,94,Sunny
2012-09-15,08:07:04,6,94,Sunny
2012-09-15,08:12:04,8,92,Sunny
2012-09-15,08:17:04,10,90,Sunny
2012-09-15,08:22:04,12,88,Sunny
2012-09-15,08:27:05,15,83,Sunny
2012-09-15,08:32:05,17,82,Sunny
2012-09-15,08:37:05,25,74,Sunny
2012-09-15,08:42:05,27,73,Sunny
2012-09-15,08:47:06,30,70,Sunny
2012-09-15,08:52:06,35,65,Sunny
2012-09-15,08:57:06,35,64,Sunny
2012-09-15,09:02:06,40,60,Sunny
2012-09-15,09:07:06,44,56,Sunny
2012-09-15,09:12:07,48,52,Sunny
2012-09-15,09:17:07,53,47,Sunny
2012-09-15,09:22:07,59,40,Sunny
2012-09-15,09:27:07,63,37,Sunny
2012-09-15,09:32:07,75,25,Sunny
2012-09-15,09:37:08,77,23,Sunny
2012-09-15,09:42:08,82,18,Sunny
2012-09-15,09:47:08,83,17,Sunny
2012-09-15,09:52:08,83,17,Sunny
2012-09-15,09:57:09,84,16,Sunny
2012-09-15,10:02:09,85,15,Sunny
2012-09-15,10:07:09,87,13,Sunny
2012-09-15,10:12:09,84,16,Sunny
2012-09-15,10:17:09,86,14,Sunny
2012-09-15,10:22:10,88,12,Sunny
2012-09-15,10:27:10,87,13,Sunny
2012-09-15,10:32:10,88,12,Sunny
2012-09-15,10:37:10,88,12,Sunny
2012-09-15,10:42:10,87,13,Sunny
2012-09-15,10:47:11,88,12,Sunny
2012-09-15,10:52:11,88,12,Sunny
2012-09-15,10:57:11,86,14,Sunny
2012-09-15,11:02:11,86,14,Sunny
2012-09-15,11:07:11,86,14,Sunny
2012-09-15,11:12:12,85,15,Sunny
2012-09-15,11:17:12,83,17,Sunny
2012-09-15,11:22:12,78,22,Sunny
2012-09-15,11:27:12,77,23,Sunny
2012-09-15,11:32:13,75,25,Sunny
2012-09-15,11:37:13,76,24,Sunny
2012-09-15,11:42:13,73,27,Sunny
2012-09-15,11:47:13,71,29,Sunny
2012-09-15,11:52:13,67,33,Sunny
2012-09-15,11:57:13,65,35,Sunny
2012-09-15,12:02:14,58,42,Sunny
2012-09-15,12:07:14,52,48,Sunny
2012-09-15,12:12:14,49,51,Sunny
2012-09-15,12:17:14,46,54,Sunny
2012-09-15,12:22:14,43,57,Sunny
2012-09-15,12:27:15,42,58,Sunny
2012-09-15,12:32:15,40,60,Sunny
2012-09-15,12:37:15,38,62,Sunny
2012-09-15,12:42:15,37,63,Sunny
2012-09-15,12:47:16,35,65,Sunny
2012-09-15,12:52:16,33,67,Sunny
2012-09-15,12:57:16,31,69,Sunny
2012-09-15,13:02:16,31,69,Sunny
2012-09-15,13:07:16,31,69,Sunny
2012-09-15,13:12:17,30,70,Sunny
2012-09-15,13:17:17,30,70,Sunny
2012-09-15,13:22:17,30,70,Sunny
2012-09-15,13:27:17,31,69,Sunny
2012-09-15,13:32:17,34,66,Sunny
2012-09-15,13:37:18,34,66,Sunny
2012-09-15,13:42:18,34,66,Sunny
2012-09-15,13:47:18,33,67,Sunny
2012-09-15,13:52:18,32,68,Sunny
2012-09-15,13:57:18,32,68,Sunny
2012-09-15,14:02:19,31,69,Sunny
2012-09-15,14:07:19,31,69,Sunny
2012-09-15,14:12:19,28,72,Sunny
2012-09-15,14:17:19,28,72,Sunny
2012-09-15,14:22:20,28,72,Sunny
2012-09-15,14:27:20,28,72,Sunny
2012-09-15,14:32:20,29,71,Sunny
2012-09-15,14:37:20,30,70,Sunny
2012-09-15,14:42:20,30,70,Sunny
2012-09-15,14:47:21,30,70,Sunny
2012-09-15,14:52:21,29,71,Sunny
2012-09-15,14:57:21,26,74,Sunny
2012-09-15,15:02:21,25,75,Sunny
2012-09-15,15:07:21,25,75,Sunny
2012-09-15,15:12:22,24,76,Sunny
2012-09-15,15:17:22,24,76,Sunny
2012-09-15,15:22:22,24,76,Sunny
2012-09-15,15:27:22,26,74,Sunny
2012-09-15,15:32:22,24,76,Sunny
2012-09-15,15:37:23,24,76,Sunny
2012-09-15,15:42:23,23,77,Sunny
2012-09-15,15:47:23,22,78,Sunny
2012-09-15,15:52:23,23,77,Sunny
2012-09-15,15:57:23,22,78,Sunny
2012-09-15,16:02:24,20,79,Sunny
2012-09-15,16:07:24,18,82,Sunny
2012-09-15,16:12:24,18,82,Sunny
2012-09-15,16:17:24,18,82,Sunny
2012-09-15,16:22:25,17,83,Sunny
2012-09-15,16:27:25,16,84,Sunny
2012-09-15,16:32:25,15,85,Sunny
2012-09-15,16:37:25,15,85,Sunny
2012-09-15,16:42:25,15,85,Sunny
2012-09-15,16:47:25,15,85,Sunny
2012-09-15,16:52:25,16,83,Sunny
2012-09-15,16:57:26,12,88,Sunny
2012-09-15,17:02:26,11,89,Sunny
2012-09-15,17:07:26,9,91,Sunny
2012-09-15,17:12:26,6,94,Sunny
2012-09-15,17:17:26,5,95,Sunny
2012-09-15,17:22:27,4,96,Sunny
2012-09-15,17:27:27,4,96,Sunny
2012-09-15,17:32:27,4,96,Sunny
2012-09-15,17:37:27,4,96,Sunny
2012-09-15,17:42:27,4,96,Sunny
2012-09-15,17:47:28,4,96,Sunny
2012-09-15,17:52:28,4,96,Sunny
2012-09-15,17:57:28,4,96,Sunny
2012-09-15,18:02:28,3,97,Sunny
2012-09-15,18:07:28,2,98,Sunny
2012-09-15,18:12:29,1,99,Sunny
2012-09-16,08:23:00,3,97,Sunny
2012-09-16,08:28:00,3,97,Sunny
2012-09-16,08:33:00,3,97,Sunny
2012-09-16,08:38:00,3,97,Sunny
2012-09-16,08:43:00,3,97,Sunny
2012-09-16,08:48:01,3,97,Sunny
2012-09-16,08:53:01,3,97,Sunny
2012-09-16,08:58:01,3,97,Sunny
2012-09-16,09:03:01,3,97,Sunny
2012-09-16,09:08:01,3,97,Sunny
2012-09-16,09:13:02,3,97,Sunny
2012-09-16,09:18:02,3,97,Sunny
2012-09-16,09:23:02,3,97,Sunny
2012-09-16,09:28:03,3,97,Sunny
2012-09-16,09:33:03,3,97,Sunny
2012-09-16,09:38:03,3,97,Sunny
2012-09-16,09:43:03,3,97,Sunny
2012-09-16,09:48:03,3,97,Sunny
2012-09-16,09:53:04,3,97,Sunny
2012-09-16,09:58:04,3,97,Sunny
2012-09-16,10:03:04,3,97,Sunny
2012-09-16,10:08:04,3,97,Sunny
2012-09-16,10:13:04,3,97,Sunny
2012-09-16,10:18:05,3,97,Sunny
2012-09-16,10:23:05,3,97,Sunny
2012-09-16,10:28:05,3,97,Sunny
2012-09-16,10:33:05,3,97,Sunny
2012-09-16,10:38:06,3,97,Sunny
2012-09-16,10:43:06,3,97,Sunny
2012-09-16,10:48:06,3,97,Sunny
2012-09-16,10:53:06,3,97,Sunny
2012-09-16,10:58:06,3,97,Sunny
2012-09-16,11:03:07,3,97,Sunny
2012-09-16,11:08:07,3,97,Sunny
2012-09-16,11:13:07,3,97,Sunny
2012-09-16,11:18:07,3,97,Sunny
2012-09-16,11:23:07,3,97,Sunny
2012-09-16,11:28:08,3,97,Sunny
2012-09-16,11:33:08,3,97,Sunny
2012-09-16,11:38:08,3,97,Sunny
2012-09-16,11:43:08,3,97,Sunny
2012-09-16,11:48:08,3,97,Sunny
2012-09-16,11:53:09,3,97,Sunny
2012-09-16,11:58:09,3,97,Sunny
2012-09-16,12:03:09,3,97,Sunny
2012-09-16,12:08:09,3,97,Sunny
2012-09-16,12:13:09,3,97,Sunny
2012-09-16,12:18:10,3,97,Sunny
2012-09-16,12:23:10,3,97,Sunny
2012-09-16,12:28:10,3,97,Sunny
2012-09-16,12:33:10,3,97,Sunny
2012-09-16,12:38:10,3,97,Sunny
2012-09-16,12:43:11,3,97,Sunny
2012-09-16,12:48:11,3,97,Sunny
2012-09-16,12:53:11,3,97,Sunny
2012-09-16,12:58:11,3,97,Sunny
2012-09-16,13:03:11,2,98,Sunny
2012-09-16,13:08:12,2,98,Sunny
2012-09-16,13:13:12,2,98,Sunny
2012-09-16,13:18:12,2,98,Sunny
2012-09-16,13:23:12,2,98,Sunny
2012-09-16,13:28:13,2,98,Sunny
2012-09-16,13:33:13,2,98,Sunny
2012-09-16,13:38:13,2,98,Sunny
2012-09-16,13:43:13,2,98,Sunny
2012-09-16,13:48:13,2,98,Sunny
2012-09-16,13:53:13,2,98,Sunny
2012-09-16,13:58:14,2,98,Sunny
2012-09-16,14:03:14,2,98,Sunny
2012-09-16,14:08:14,3,97,Sunny
2012-09-16,14:13:14,3,97,Sunny
2012-09-16,14:18:15,4,96,Sunny
2012-09-16,14:23:15,4,96,Sunny
2012-09-16,14:28:15,4,96,Sunny
2012-09-16,14:33:15,4,96,Sunny
2012-09-16,14:38:15,3,97,Sunny
2012-09-16,14:43:15,3,97,Sunny
2012-09-16,14:48:16,4,96,Sunny
2012-09-16,14:53:16,4,96,Sunny
2012-09-16,14:58:16,4,96,Sunny
2012-09-16,15:03:16,4,96,Sunny
2012-09-16,15:08:16,6,94,Sunny
2012-09-16,15:13:17,6,94,Sunny
2012-09-16,15:18:17,6,94,Sunny
2012-09-16,15:23:17,6,94,Sunny
2012-09-16,15:28:17,6,94,Sunny
2012-09-16,15:33:17,5,95,Sunny
2012-09-16,15:38:18,5,95,Sunny
2012-09-16,15:43:18,5,95,Sunny
2012-09-16,15:48:18,5,95,Sunny
2012-09-16,15:53:18,5,95,Sunny
2012-09-16,15:58:18,5,95,Sunny
2012-09-16,16:03:19,6,94,Sunny
2012-09-16,16:08:19,6,94,Sunny
2012-09-16,16:13:19,6,94,Sunny
2012-09-16,16:18:19,5,95,Sunny
2012-09-16,16:23:19,4,96,Sunny
2012-09-16,16:28:19,4,96,Sunny
2012-09-16,16:33:20,4,96,Sunny
2012-09-16,16:38:20,4,96,Sunny
2012-09-16,16:43:20,4,96,Sunny
2012-09-16,16:48:20,4,96,Sunny
2012-09-16,16:53:20,4,96,Sunny
2012-09-16,16:58:21,4,96,Sunny
2012-09-16,17:03:21,4,96,Sunny
2012-09-16,17:08:21,4,96,Sunny
2012-09-16,17:13:21,4,96,Sunny
2012-09-16,17:18:21,4,96,Sunny
2012-09-16,17:23:22,4,96,Sunny
2012-09-16,17:28:22,4,96,Sunny
2012-09-16,17:33:22,4,96,Sunny
2012-09-16,17:38:22,3,97,Sunny
2012-09-16,17:43:22,2,98,Sunny
2012-09-16,17:48:23,2,98,Sunny
2012-09-16,17:53:23,2,98,Sunny
2012-09-16,17:58:23,2,98,Sunny
2012-09-16,18:03:23,0,100,Sunny
2012-09-16,18:08:23,0,100,Sunny
2012-09-16,18:13:23,0,100,Sunny
2012-09-17,05:58:49,1,99,Sunny
2012-09-17,06:03:49,1,99,Sunny
2012-09-17,06:08:49,1,99,Sunny
2012-09-17,06:13:49,1,99,Sunny
2012-09-17,06:18:49,1,99,Sunny
2012-09-17,06:23:50,1,99,Sunny
